1,0
2,0
3,1180591620717411303424
4,592601653367919345664
5,296305330283587043328
6,148152673937886543872
7,74076336986123141120
8,37038168493095124992
9,18519084246547628032
10,0
11,0
12,2305843009213693952
13,1157425104234217472
14,578721348210130944
15,289360691284934656
16,144680345676021760
17,72340172838076416
18,36170086419038208
19,1180591620717411303424
20,590295810358705651712
21,295152408778980196352
22,147576213185583120384
23,73788106609971429376
24,36894053305019269120
25,18447026652509700096
26,141289400074240
27,70644700037120
28,592601653367919345664
29,296300826683959672832
30,148150422138072858624
31,74075211086216298496
32,37037605543141703680
33,18518802771570917376
34,36029348930682880
35,275955859456
36,137977929728
37,296305330283587043328
38,148152665141793521664
39,74076332588076630016
40,37038166294071869440
41,18519083147036000256
42,36169536663224320
43,70369822130176
44,538976256
45,269488128
46,148152673937886543872
47,74076336968943271936
48,37038168484505190400
49,18519084242252660736
50,36170084271554560
51,70643626295296
52,137441058816
53,1052672
54,526336
55,74076336986123141120
56,37038168493061570560
57,18519084246530850816
58,36170086410649600
59,70644695842816
60,137975832576
61,268439552
62,2048
63,1024
64,37038168493095124992
65,18519084246547562496
66,36170086419005440
67,70644700020736
68,137977921536
69,269484032
70,524288
71,0
72,0
73,18519084246547628032
74,36170086419038208
75,70644700037120
76,137977929728
77,269488128
78,526336
79,1024
80,0
81,0
